ID	Log2FC	FDR	AveExpr	P value	MUP-uPA_1 CPM	MUP-uPA_2 CPM	MUP-uPA_3 CPM	MUP-uPA_4 CPM	MUP-uPA-doubleTrt_1 CPM	MUP-uPA-doubleTrt_2 CPM	MUP-uPA-doubleTrt_3 CPM	MUP-uPA-doubleTrt_4 CPM
ENSMUSG00000057375	0.051289942	0.951032224	3.913017005	0.762243193	15.456	14.877	17.609	14.255	15.33	14.155	13.468	14.378
ENSMUSG00000072999	0.151779199	0.951032224	0.022014333	0.762104555	0.684	1.253	0.699	0.958	0.429	0.566	1.504	1.058
ENSMUSG00000005268	-0.096402209	0.951132121	6.38889037	0.762554001	55.849	98.163	41.273	165.392	65.708	76.052	89.742	73.716
ENSMUSG00000005893	0.050178056	0.951132121	5.009722782	0.765001461	28.49	37.412	32.283	35.304	36.171	35.069	28.717	23.623
ENSMUSG00000006731	0.042346308	0.951132121	6.232743442	0.763313581	76.187	81.067	78.182	77.974	76.789	66.87	74.301	69.341
ENSMUSG00000009076	-0.092546409	0.951132121	1.659915804	0.763456083	4.309	3.125	3.48	2.376	2.282	2.819	3.655	2.321
ENSMUSG00000020409	-0.041618083	0.951132121	5.473095714	0.764682012	49.413	46.534	45.728	48.64	45.035	41.325	41.487	37.004
ENSMUSG00000020841	-0.047073237	0.951132121	6.617943336	0.765219947	130.888	94.97	115.886	82.563	95.986	92.725	88.659	86.854
ENSMUSG00000021431	0.052326934	0.951132121	4.296247945	0.764995682	19.018	21.738	17.191	23.099	18.319	17.513	19.356	19.706
ENSMUSG00000022744	0.070111882	0.951132121	2.973573641	0.765091449	6.32	10.394	6.821	8.448	6.106	8.877	7.918	7.007
ENSMUSG00000024136	-0.175221517	0.951132121	-0.608357498	0.76403193	0.862	0.543	0.487	0.462	0.318	0.24	1.015	0.292
ENSMUSG00000024276	0.043977766	0.951132121	4.924923721	0.763551947	34.302	28.532	30.972	32.339	28.751	30.888	30.726	25.691
ENSMUSG00000024829	0.057177249	0.951132121	3.557061881	0.763280226	14.02	12.568	9.744	12.078	10.941	10.256	11.979	11.605
ENSMUSG00000025266	0.045876037	0.951132121	4.504381046	0.764149185	24.075	22.146	24.639	23.231	21.945	22.672	23.417	18.611
ENSMUSG00000025280	0.053037995	0.951132121	4.161197412	0.762841551	19.88	17.595	21.089	15.509	20.037	18.473	16.175	13.721
ENSMUSG00000025991	0.081443887	0.951132121	11.75466049	0.7628287	4327.931	2662.823	5254.522	2058.861	3630.36	2862.73	3360.033	3519.391
ENSMUSG00000027999	-0.073115363	0.951132121	2.964453656	0.763636192	7.642	11.005	6.96	7.854	8.969	8.337	6.023	4.963
ENSMUSG00000028032	-0.052779219	0.951132121	3.846671194	0.765224202	15.341	16.983	13.642	15.575	12.467	12.835	12.385	15.035
ENSMUSG00000028864	0.046362334	0.951132121	5.299308339	0.764740583	46.254	33.847	43.031	40.406	36.215	37.069	42.705	34.602
ENSMUSG00000029577	0.042479198	0.951132121	5.105699566	0.764026358	35.049	37.567	39.533	31.349	33.077	34.067	33.636	30.654
ENSMUSG00000030979	-0.055368701	0.951132121	3.570683563	0.764570165	12.353	13.79	12.25	12.408	11.004	12.235	9.001	11.24
ENSMUSG00000031021	0.054291297	0.951132121	3.732550356	0.764200939	14.767	14.741	13.851	11.55	11.195	13.439	11.776	14.159
ENSMUSG00000033658	-0.050271382	0.951132121	4.774128358	0.763204848	27.752	33.083	28.676	28.049	31.805	24.231	20.574	24.304
ENSMUSG00000034487	-0.049309411	0.951132121	4.14273426	0.764576174	18.386	19.089	20.115	18.017	17.874	17.393	14.077	15.692
ENSMUSG00000034832	-0.056852814	0.951132121	4.542763359	0.764612026	26.086	31.725	23.943	19.073	23.026	28.01	20.101	15.035
ENSMUSG00000036644	-0.045097422	0.951132121	5.628458532	0.76282402	50.62	52.104	51.296	57.814	40.201	46.483	45.074	51.163
ENSMUSG00000040455	0.058487408	0.951132121	4.841644498	0.763401484	24.419	37.567	22.063	34.319	33.395	27.47	23.823	25.253
ENSMUSG00000041132	-0.052255156	0.951132121	4.791116104	0.76450703	24.075	30.434	27.423	36.365	24.808	25.67	28.019	23.648
ENSMUSG00000042079	0.040897541	0.951132121	5.933363164	0.764959538	67.625	65.13	68.306	54.384	59.798	60.201	58.365	55.142
ENSMUSG00000043384	-0.065799227	0.951132121	3.762818703	0.763844066	18.166	11.958	12.102	15.952	10.661	9.739	14.824	14.221
ENSMUSG00000043391	-0.053616625	0.951132121	4.37612206	0.764507654	20.512	28.464	17.261	22.967	18.256	19.373	18.273	20.436
ENSMUSG00000044348	0.121561232	0.951132121	0.900785058	0.763406283	2.356	0.883	2.297	1.518	1.527	1.26	2.166	1.898
ENSMUSG00000045128	-0.04674614	0.951132121	7.753678596	0.763216114	267.356	227.129	254.463	183.767	218.76	199.979	201.279	181.384
ENSMUSG00000050786	0.128777088	0.951132121	0.845495386	0.764698808	1.609	1.155	1.67	2.31	1.081	1.379	1.286	2.846
ENSMUSG00000054920	0.046252189	0.951132121	5.081182095	0.764933259	33.096	41.779	29.998	35.903	34.031	36.406	29.169	29.851
ENSMUSG00000058835	0.042750516	0.951132121	5.901513955	0.76393305	65.542	73.398	54.469	56.534	60.238	62.718	52.292	53.426
ENSMUSG00000066829	0.092657505	0.951132121	2.816490195	0.763742119	7.814	5.638	10.371	4.62	9.732	8.337	4.805	4.16
ENSMUSG00000073787	-0.221647184	0.951132121	-0.98865422	0.764303397	0.649	0.577	0.215	0.272	0.081	0.063	0.803	0.359
ENSMUSG00000074639	0.050399393	0.951132121	5.42716064	0.765108871	44.242	35.8	47.12	50.62	42.809	35.207	41.893	44.376
ENSMUSG00000087687	-0.046787563	0.951132121	4.396272603	0.76460909	21.954	24.159	20.23	23.743	20.761	19.211	19.153	18.56
ENSMUSG00000090124	0.081832176	0.951132121	2.362145271	0.765086911	6.747	4.662	4.534	4.718	5.369	6.154	5.077	2.914
ENSMUSG00000099034	-0.125238772	0.951132121	1.188090814	0.764051633	1.092	2.785	1.67	3.894	1.908	1.679	2.369	1.825
ENSMUSG00000103928	-0.112549948	0.951132121	1.391327523	0.763689705	3.103	2.717	1.392	3.696	2.544	2.279	2.91	1.314
ENSMUSG00000106706	0.174211034	0.951132121	-0.479428339	0.764780434	0.517	0.543	1.114	0.198	0.382	0.84	0.338	0.803
ENSMUSG00000110631	0.100447226	0.951132121	4.916958963	0.764310257	52.918	32.879	21.994	17.159	31.105	13.315	25.65	45.908
ENSMUSG00000114612	-0.147692877	0.951132121	-0.122019759	0.764579866	1.264	0.951	0.696	0.594	0.509	1.08	0.338	0.876
ENSMUSG00000021221	0.135012823	0.951242632	-0.117961303	0.765407038	1.092	0.883	0.766	0.462	0.636	1.08	0.677	0.73
ENSMUSG00000022150	0.048361243	0.951242632	4.774115879	0.76561154	28.327	28.736	31.39	25.211	28.179	26.45	30.591	19.56
ENSMUSG00000032549	-0.13178051	0.951242632	0.665253712	0.765622731	1.896	1.495	2.018	1.056	1.018	1.14	2.436	0.657
ENSMUSG00000034936	-0.061350793	0.951242632	3.001232816	0.765612611	9.883	7.608	8.352	8.25	6.997	8.097	7.309	6.715
ENSMUSG00000037353	0.046482196	0.951242632	4.532762709	0.765687593	26.373	26.969	23.943	19.139	19.973	22.851	23.417	22.042
ENSMUSG00000084883	0.072572082	0.951242632	3.573666973	0.765644683	12.526	15.285	8.143	12.804	13.358	13.315	6.903	11.97
ENSMUSG00000004897	-0.042358421	0.951442069	7.305657977	0.766160259	174.326	180.769	169.2	156.612	143.375	142.627	151.532	149.622
ENSMUSG00000025404	-0.045112774	0.951442069	5.32115813	0.766156779	43.553	44.496	38.837	44.614	36.13	43.124	39.998	29.267
ENSMUSG00000034543	0.045761796	0.951442069	4.918118078	0.765924115	33.555	37.823	28.397	26.379	25.932	30.888	27.613	30.907
ENSMUSG00000068959	0.100396884	0.951442069	1.734477883	0.766085206	3.447	3.329	3.689	2.64	2.608	4.618	3.858	1.46
ENSMUSG00000096199	-0.083429455	0.951442069	2.229982057	0.766043745	6.194	4.971	4.282	4.481	4.371	2.688	4.927	4.702
ENSMUSG00000113816	-0.120441873	0.951543566	0.826115682	0.766304424	1.17	2.929	1.422	1.765	1.64	1.68	1.725	0.898
ENSMUSG00000031823	0.06218066	0.951554106	3.384480993	0.766563499	11.262	11.888	8.143	11.484	9.732	9.896	8.46	11.605
ENSMUSG00000035152	0.04142608	0.951554106	5.913697008	0.766544518	63.605	68.136	63.824	56.23	52.859	56.259	60.505	60.36
ENSMUSG00000044231	0.135919724	0.951554106	0.165800631	0.766687516	1.149	0.679	0.974	1.188	0.636	1.439	0.609	1.241
ENSMUSG00000073647	0.133175911	0.951554106	0.441513691	0.766628966	1.609	0.679	0.974	1.65	1.59	1.32	1.354	0.584
ENSMUSG00000076441	-0.076079995	0.951554106	10.94051302	0.766561116	2658.215	1737.241	3043.44	1166.837	1888.871	1735.031	1717.138	1868.518
ENSMUSG00000106928	0.172006015	0.951554106	-0.472680959	0.766654909	0.345	0.679	1.114	0.264	0.7	0.3	0.88	0.511
ENSMUSG00000031480	-0.081091229	0.951595478	2.589554806	0.766783286	5.229	8.22	4.385	7.788	5.788	6.598	4.264	4.963
ENSMUSG00000032113	-0.143021895	0.951728262	0.463422112	0.767003673	2.528	0.679	0.835	1.452	0.827	1.559	0.744	1.314
ENSMUSG00000092417	-0.079806139	0.951728262	2.231076303	0.767015173	5.569	4.95	3.809	5.521	5.139	3.527	4.706	3.382
ENSMUSG00000003039	0.04176728	0.951759185	6.258908695	0.767511463	75.327	81.995	84.148	77.745	77.349	79.47	68.897	67.293
ENSMUSG00000015120	-0.041161327	0.951759185	5.60272307	0.768101698	53.378	56.52	50.739	48.112	49.87	50.081	38.78	41.748
ENSMUSG00000020781	0.085541589	0.951759185	1.712718168	0.767592115	3.735	3.057	3.828	2.376	2.608	3.179	3.249	3.211
ENSMUSG00000020877	-0.053231743	0.951759185	3.995989866	0.76734109	17.41	19.225	17.4	14.519	14.757	16.374	17.326	10.364
ENSMUSG00000022788	-0.040957197	0.951759185	5.844795079	0.767285778	61.594	62.566	57.212	64.876	57.312	56.259	50.962	48.974
ENSMUSG00000025279	-0.054650818	0.951759185	5.072163773	0.76734664	25.396	49.183	34.731	35.507	30.151	31.068	31.064	31.676
ENSMUSG00000028447	-0.050168507	0.951759185	3.811521882	0.76787794	16.375	15.964	15.173	12.672	13.167	14.635	12.317	11.532
ENSMUSG00000032018	-0.058963639	0.951759185	9.809676835	0.767931901	841.983	981.491	1177.856	876.382	638.635	807.358	967.735	896.635
ENSMUSG00000034177	0.058399674	0.951759185	4.915641317	0.767984101	26.89	42.05	28.049	28.247	36.512	34.307	20.574	24.596
ENSMUSG00000034714	0.042699508	0.951759185	5.976287987	0.767744887	66.593	74.386	71.063	51.412	60.174	60.877	59.083	60.36
ENSMUSG00000039205	-0.045642098	0.951759185	5.149442045	0.767596671	37.142	43.715	35.415	36.209	28.475	35.963	30.422	36.325
ENSMUSG00000052752	-0.055700573	0.951759185	3.820799818	0.768092549	15.341	19.599	14.467	11.449	11.768	12.715	15.025	12.33
ENSMUSG00000054676	-0.046076998	0.951759185	7.157606249	0.768011596	192.023	136.205	141.986	145.261	139.304	148.744	121.753	120.792
ENSMUSG00000067430	0.104737093	0.951759185	1.918971912	0.767137707	5.114	3.804	3.967	2.112	4.898	4.438	3.452	1.533
ENSMUSG00000087222	-0.144576136	0.951759185	0.360525906	0.767985973	0.575	1.902	0.905	1.782	1.081	0.6	1.015	1.46
ENSMUSG00000097431	-0.111470641	0.951759185	1.169104327	0.767484301	3.62	1.766	1.995	1.914	1.972	2.639	1.963	1.095
ENSMUSG00000106147	0.119983065	0.951759185	1.145329038	0.767628756	2.413	1.902	1.81	2.31	3.244	1.439	2.639	0.876
ENSMUSG00000009549	0.043219345	0.951847216	5.015428647	0.768235195	33.613	33.763	30.068	36.827	31.041	31.788	30.726	29.851
ENSMUSG00000024312	0.054678727	0.951915855	3.896943897	0.768353051	15.916	18.478	13.572	13.662	12.149	13.795	18.138	12.773
ENSMUSG00000020553	0.057606134	0.951933386	7.35797157	0.768449169	155.767	185.049	119.714	217.33	134.915	155.762	164.256	174.583
ENSMUSG00000026542	0.070660027	0.951933386	6.097690576	0.768741954	56.481	108.828	43.709	74.379	58.011	52.54	68.897	83.277
ENSMUSG00000031985	0.048176951	0.951933386	4.777578213	0.768705395	24.008	31.441	26.866	31.217	24.805	25.032	30.079	24.815
ENSMUSG00000078963	-0.118777053	0.951933386	0.580579241	0.768595009	1.034	1.97	1.253	1.782	0.891	1.2	1.624	1.241
ENSMUSG00000108526	-0.16019114	0.951933386	-0.587215233	0.768607788	0.632	0.611	0.766	0.396	0.191	0.72	0.338	0.657
ENSMUSG00000108614	-0.123964462	0.951933386	0.79244449	0.768657348	1.322	1.63	1.531	2.574	0.763	1.439	1.557	2.044
ENSMUSG00000004233	0.063739416	0.952180293	2.888297713	0.769043347	7.297	6.522	8.979	7.326	6.997	7.137	6.768	7.153
ENSMUSG00000017830	0.067691356	0.952180293	3.81029293	0.769066295	16.893	14.13	14.129	12.54	9.478	19.373	9.543	15.327
ENSMUSG00000066258	-0.062691015	0.952271248	3.598369588	0.769202239	15.169	10.801	12.319	13.53	9.096	15.294	9.272	10.656
ENSMUSG00000023707	0.074159047	0.9523551	3.011903198	0.769740463	10.227	8.288	8.631	5.808	9.16	10.196	5.008	6.423
ENSMUSG00000029624	0.055798283	0.9523551	3.467567865	0.769769863	12.877	10.645	10.295	11.609	11.119	10.853	9.116	10.952
ENSMUSG00000031701	0.042840289	0.9523551	7.00807955	0.769655035	149.734	130.838	129.388	127.639	134.215	122.474	112.414	123.055
ENSMUSG00000033671	0.04136649	0.9523551	6.869528376	0.769698892	119.914	128.121	115.538	124.207	114.814	114.797	113.768	104.005
ENSMUSG00000038135	0.160617665	0.9523551	0.270356977	0.769664744	0.402	1.427	0.766	1.716	0.954	1.559	0.338	1.46
ENSMUSG00000064202	-0.110782584	0.9523551	1.346173453	0.769705027	2.126	4.008	1.253	3.234	1.908	2.579	2.301	1.971
ENSMUSG00000073434	-0.095435989	0.9523551	1.613690695	0.769543241	2.93	3.465	4.037	2.442	4.007	2.459	2.098	2.117
ENSMUSG00000079884	0.180635088	0.9523551	-0.813137373	0.769675576	0.345	0.883	0.348	0.198	0.191	0.54	0.677	0.365
ENSMUSG00000025410	0.039913204	0.952741191	5.984024157	0.770144444	67.857	73.299	63.198	60.256	58.139	60.277	60.708	62.33
ENSMUSG00000004341	-0.173937872	0.952987959	0.987623195	0.77095234	5.918	0.611	0.974	0.792	2.163	1.739	1.692	0.876
ENSMUSG00000006850	0.073803714	0.952987959	2.481009376	0.771094253	5.114	6.182	5.846	5.412	4.135	4.858	7.106	5.036
ENSMUSG00000028152	-0.16854854	0.952987959	-0.462056571	0.771047475	1.149	0.34	0.348	0.792	0.891	0.3	0.541	0.365
ENSMUSG00000028221	-0.051685196	0.952987959	3.96118007	0.77098972	18.501	14.47	15.869	17.687	16.348	15.234	12.25	13.429
ENSMUSG00000032571	-0.043917816	0.952987959	4.704874961	0.770494336	29.188	30.366	28.328	24.089	21.818	27.05	21.996	25.545
ENSMUSG00000036372	0.049757179	0.952987959	4.424600716	0.770517385	21.834	18.817	26.1	21.977	19.91	18.953	23.349	19.706
ENSMUSG00000043505	-0.127197818	0.952987959	1.016603352	0.770880239	1.724	4.076	1.322	1.336	1.145	2.537	1.963	1.186
ENSMUSG00000063838	-0.094359488	0.952987959	2.480839977	0.770982129	5.171	5.435	8.491	4.818	3.562	2.999	5.956	7.299
ENSMUSG00000064966	0.078446229	0.952987959	2.433793685	0.77083073	5.467	6.66	5.674	4.069	6.212	3.689	6.267	4.288
ENSMUSG00000068747	0.046766459	0.952987959	5.074522937	0.770645973	35.624	42.05	36.68	26.399	33.204	38.206	28.831	28.757
ENSMUSG00000071172	0.04295155	0.952987959	5.511875969	0.77100216	48.667	50.678	52.827	38.411	38.547	44.563	48.932	42.259
ENSMUSG00000109709	0.105560653	0.952987959	1.449496889	0.770975084	2.93	1.902	4.315	1.518	2.354	2.819	2.91	2.117
ENSMUSG00000031641	-0.048680622	0.952990216	4.915712966	0.771158607	39.071	35.325	27.214	28.511	27.924	36.166	24.297	23.502
ENSMUSG00000022702	0.065355373	0.953019305	2.881437619	0.77133373	6.227	8.929	8.352	6.564	6.469	7.404	6.3	7.748
ENSMUSG00000028832	0.068636043	0.953019305	2.827140271	0.77150795	9.366	5.706	6.125	7.59	6.361	7.017	6.159	7.372
ENSMUSG00000040875	0.156219214	0.953019305	-0.671301655	0.771557326	0.575	0.34	0.418	0.66	0.636	0.3	0.406	0.657
ENSMUSG00000051435	0.103588892	0.953019305	1.868241657	0.771500547	5.286	2.717	4.385	2.046	4.071	4.918	2.91	1.898
ENSMUSG00000053825	0.140562803	0.953019305	0.495774713	0.771407162	0.46	1.597	2.307	0.858	1.717	1.14	1.218	1.022
ENSMUSG00000054099	-0.061901397	0.953019305	3.010404576	0.771446313	9.768	7.676	8.631	8.25	6.361	8.517	8.324	6.131
ENSMUSG00000050359	0.159253307	0.953070098	0.556294331	0.771660981	1.609	1.019	0.348	2.31	2.417	1.499	0.609	0.803
ENSMUSG00000035042	0.150037784	0.95312023	0.884527759	0.771867453	2.183	2.242	1.183	1.386	0.509	1.619	0.947	3.722
ENSMUSG00000035278	-0.069504013	0.95312023	2.629089287	0.771765475	6.169	5.724	6.971	7.34	5.589	6.597	4.511	5.603
ENSMUSG00000109644	0.048613362	0.95312023	7.089883517	0.771889181	160.847	139.404	150.425	118.327	156.44	155.086	112.444	100.482
ENSMUSG00000000791	0.144810178	0.953142055	-0.277462622	0.772375635	0.517	0.883	1.044	0.396	0.827	0.66	0.406	0.876
ENSMUSG00000003346	-0.052728828	0.953142055	3.708330291	0.772910276	14.939	15.081	14.407	11.616	10.114	14.395	12.114	11.386
ENSMUSG00000005251	-0.094133878	0.953142055	2.585615278	0.772833702	8.331	5.435	7.587	4.422	7.442	7.797	2.978	3.284
ENSMUSG00000024778	0.078263474	0.953142055	3.389332476	0.77213509	11.894	7.88	7.099	15.443	8.651	11.876	12.453	7.299
ENSMUSG00000028495	0.042135053	0.953142055	7.680132458	0.772148904	224.774	218.335	222.166	192.251	213.663	186.89	200.261	183.925
ENSMUSG00000031590	0.049899146	0.953142055	3.857380425	0.772293237	16.146	15.353	14.686	13.727	12.849	12.295	15.431	14.524
ENSMUSG00000031807	0.044295179	0.953142055	4.471165311	0.772994177	23.27	23.301	25.683	19.931	22.009	20.392	22.402	19.706
ENSMUSG00000036376	0.061114545	0.953142055	3.054749791	0.773059795	8.906	6.997	8.839	9.108	8.587	7.077	8.189	7.664
ENSMUSG00000038416	0.050538359	0.953142055	4.268841708	0.772505102	21.834	18.681	22.133	17.225	16.157	18.653	22.469	16.349
ENSMUSG00000040564	0.054803381	0.953142055	11.24967995	0.773009153	2676.659	2250.269	2695.922	2491.343	2445.641	2351.241	2270.207	2293.078
ENSMUSG00000044465	0.053821719	0.953142055	4.414154978	0.772603459	17.984	22.654	25.196	22.175	23.726	24.531	18.403	15.088
ENSMUSG00000048486	-0.044285283	0.953142055	5.801491869	0.772908232	64.41	58.898	55.402	60.784	60.047	60.576	45.277	41.528
ENSMUSG00000071281	0.059262402	0.953142055	3.102637454	0.772308157	8.734	9.646	7.935	8.844	9.541	8.517	7.851	6.715
ENSMUSG00000086213	-0.17123283	0.953142055	-0.558719703	0.773095078	0.172	0.611	0.974	0.726	0.763	0.36	0.541	0.292
ENSMUSG00000096433	0.058683479	0.953142055	3.252142603	0.772758682	10.572	9.443	9.327	9.702	9.478	10.676	9.272	6.861
ENSMUSG00000104064	0.129688906	0.953142055	0.05594509	0.772866042	0.919	1.223	0.557	0.99	0.572	1.26	0.812	0.949
ENSMUSG00000106475	0.104066075	0.953142055	0.908994161	0.772964377	2.126	1.766	2.158	1.122	1.845	1.859	1.895	1.241
ENSMUSG00000109119	0.12659205	0.953142055	0.308711325	0.772178854	1.494	0.815	1.531	0.66	1.527	1.08	0.88	0.876
ENSMUSG00000109274	0.092443345	0.953142055	1.7125441	0.772019998	2.413	4.551	2.714	3.293	2.92	2.276	3.722	3.357
ENSMUSG00000020721	0.049067236	0.953265599	4.054478223	0.773382923	18.157	19.157	17.539	14.123	16.284	18.833	15.025	13.283
ENSMUSG00000057914	-0.174787747	0.953265599	-0.182003813	0.773366786	1.551	0.204	0.766	0.792	1.018	0.72	0.744	0.146
ENSMUSG00000060636	0.042565305	0.953265599	5.546027741	0.773321047	50.563	49.183	56.168	39.203	45.162	43.424	50.827	39.194
ENSMUSG00000007850	0.044322286	0.953343138	6.82484629	0.773508382	119.512	109.575	118.6	123.943	105.718	94.885	118.234	114.077
ENSMUSG00000022358	0.090021246	0.953398264	2.248988218	0.773740774	6.148	4.891	4.594	3.432	5.661	5.698	4.737	1.971
ENSMUSG00000041346	-0.077293707	0.953398264	2.214508764	0.773683603	5.401	4.891	3.898	5.412	2.99	5.038	4.467	4.087
ENSMUSG00000050234	-0.097698665	0.953398264	1.90008921	0.773633231	4.079	2.785	5.29	3.63	2.99	2.219	2.842	5.036
ENSMUSG00000025907	0.041061375	0.953411257	6.705338521	0.773855292	112.732	106.893	110.248	105.665	111.659	108.106	93.887	86.051
ENSMUSG00000039050	-0.041840795	0.953411257	5.281437319	0.773876429	44.127	43.749	39.673	39.401	38.738	41.445	31.2	32.99
ENSMUSG00000062014	-0.046215167	0.953686251	5.253126484	0.774162214	46.138	39.061	44.962	33.989	40.646	40.785	31.267	28.83
ENSMUSG00000019718	0.061538937	0.953835386	3.935091319	0.774372246	13.675	16.576	13.155	19.271	17.747	17.393	14.009	9.561
ENSMUSG00000026455	0.053349924	0.953835386	3.738332601	0.77478004	12.985	13.111	12.389	16.301	11.959	13.975	12.859	12.043
ENSMUSG00000029681	0.053634882	0.953835386	3.915577442	0.774673679	15.571	19.021	15.243	12.672	11.513	13.795	16.378	15.765
ENSMUSG00000036427	-0.051586266	0.953835386	7.768593492	0.774783943	187.251	295.101	205.94	250.922	189.299	181.124	210.75	224.066
ENSMUSG00000040865	-0.042196101	0.953835386	4.752041939	0.774475425	28.494	28.812	28.474	29.435	24.808	23.9	26.733	24.244
ENSMUSG00000060802	0.05905298	0.953835386	12.51670111	0.774758992	6307.975	5846.283	5466.178	6662.192	5432.468	6056.235	5308.835	5760.723
ENSMUSG00000061393	-0.114947218	0.953835386	1.305965588	0.774703935	3.275	2.649	3.132	1.32	3.244	1.499	2.639	1.095
ENSMUSG00000111312	-0.181060441	0.953835386	-0.351856582	0.774663673	0.981	0.18	1.108	0.651	0.139	0.702	1.085	0.385
ENSMUSG00000088170	0.154670298	0.953851969	-0.455289041	0.774922582	0.632	0.476	0.626	0.66	0.382	1.14	0.271	0.584
ENSMUSG00000110605	-0.099761683	0.953851969	0.834304359	0.774897801	1.954	1.766	2.088	1.452	1.527	1.559	1.692	1.241
ENSMUSG00000051452	-0.067188045	0.954079627	3.461041144	0.775170134	9.94	11.141	15.243	10.824	7.633	8.877	10.084	13.356
ENSMUSG00000027351	0.046620787	0.954324605	5.105705409	0.775494406	38.784	29.211	40.786	34.121	32.886	30.349	39.118	29.267
ENSMUSG00000064284	0.119922502	0.954324605	0.825517258	0.775467868	1.781	1.427	0.905	2.508	2.417	1.32	1.557	1.168
ENSMUSG00000021585	-0.045283583	0.954335333	6.250652529	0.775750979	89.858	85.348	85.837	67.411	84.26	79.278	66.028	53.816
ENSMUSG00000022793	-0.09046124	0.954335333	1.372918492	0.775808063	2.701	2.989	2.436	2.64	1.654	2.339	2.301	2.7
ENSMUSG00000039523	0.071296051	0.954335333	2.751649536	0.775639339	4.826	6.522	7.795	8.052	5.534	6.418	7.106	6.496
ENSMUSG00000097781	-0.151926102	0.954335333	-0.184539766	0.775816205	1.092	0.272	1.044	0.924	0.636	0.36	0.744	0.949
ENSMUSG00000109198	-0.154550606	0.954335333	-0.439305681	0.775607828	0.497	0.796	0.337	1.073	0.73	0.372	0.708	0.361
ENSMUSG00000031834	0.046987223	0.954465818	4.116529708	0.776110155	17.984	20.787	15.312	17.819	16.984	17.753	16.784	14.597
ENSMUSG00000041912	-0.108125168	0.954465818	1.086525217	0.775998561	1.954	2.785	2.575	1.518	1.081	1.559	2.572	2.044
ENSMUSG00000053925	-0.109901174	0.954465818	0.943351606	0.776057605	1.856	2.357	2.595	1.127	1.483	2.369	1.174	1.473
ENSMUSG00000004843	0.049500485	0.954643141	4.585249674	0.777005982	29.016	20.652	20.811	28.709	25.571	23.271	22.537	20.363
ENSMUSG00000010651	0.069514264	0.954643141	9.129791003	0.776822343	492.753	544.484	377.455	877.763	554.938	677.253	495.271	445.872
ENSMUSG00000023094	-0.063964842	0.954643141	3.090996455	0.776661815	9.251	8.492	11.206	7.458	7.379	7.737	6.362	9.415
ENSMUSG00000024360	0.041144325	0.954643141	6.656099327	0.776555174	108.595	114.331	93.613	104.672	105.273	88.167	98.134	93.641
ENSMUSG00000026277	-0.044055471	0.954643141	5.205229665	0.776955608	41.125	40.122	44.675	32.679	37.257	37.522	28.606	33.273
ENSMUSG00000028712	-0.12178803	0.954643141	1.762271555	0.776596317	3.103	2.581	1.81	6.666	3.944	4.198	1.557	2.117
ENSMUSG00000029571	0.045552603	0.954643141	8.28955051	0.776862085	286.656	344.283	315.083	355.199	316.391	304.686	304.215	274.574
ENSMUSG00000031505	-0.041142213	0.954643141	5.3783278	0.776404212	49.417	41.738	43.997	43.167	41.161	40.545	33.975	38.537
ENSMUSG00000043458	0.164484487	0.954643141	-0.085246878	0.776976353	0.909	0.543	1.154	0.66	0.445	0.36	1.963	0.511
ENSMUSG00000045746	-0.155232239	0.954643141	-0.189191117	0.776836649	0.23	0.815	0.974	1.32	0.445	0.84	0.744	0.657
ENSMUSG00000064145	-0.042228617	0.954643141	5.643309731	0.776462407	53.78	61.071	50.669	49.366	57.439	45.823	42.773	39.558
ENSMUSG00000086628	0.068364546	0.954643141	2.635944394	0.776784391	7.757	6.386	6.125	5.016	6.997	6.837	5.347	4.379
ENSMUSG00000060798	-0.068930368	0.954704476	2.501483559	0.777118544	5.573	5.299	7.099	6.006	5.089	6.238	4.467	4.598
ENSMUSG00000002033	-0.147455289	0.954887008	0.444102628	0.777902953	1.781	1.359	1.74	0.66	0.254	0.96	1.218	1.971
ENSMUSG00000003575	-0.074477605	0.954887008	2.15841391	0.7788721	4.654	5.706	3.967	4.554	3.626	4.738	3.181	4.379
ENSMUSG00000005980	0.109069814	0.954887008	0.541445628	0.778084808	1.524	0.951	1.541	1.386	1.527	1.132	1.083	1.46
ENSMUSG00000020395	-0.125182861	0.954887008	0.365796982	0.77842716	1.666	1.291	1.392	0.792	0.509	0.96	1.624	1.095
ENSMUSG00000020536	0.066948203	0.954887008	2.608702545	0.778931938	5.573	6.182	6.751	6.204	6.043	5.458	4.805	6.715
ENSMUSG00000021990	0.040970806	0.954887008	5.529843136	0.777454539	51.367	51.425	51.992	38.477	44.526	46.363	49.27	36.566
ENSMUSG00000022089	-0.076769538	0.954887008	2.723995656	0.777855311	6.952	8.356	8.909	4.158	7.379	7.137	4.941	4.379
ENSMUSG00000023571	-0.149795657	0.954887008	-0.665261197	0.777520035	0.862	0.611	0.418	0.33	0.382	0.48	0.338	0.584
ENSMUSG00000027210	-0.070403224	0.954887008	3.610538394	0.777496555	11.319	17.323	13.642	10.428	14.503	14.695	6.971	8.466
ENSMUSG00000028521	0.055895701	0.954887008	5.581715823	0.777845154	60.273	40.012	60.344	38.477	56.103	56.439	40.81	31.384
ENSMUSG00000028953	0.043450201	0.954887008	4.989348055	0.777766236	33.67	39.401	32.016	27.521	33.586	27.41	29.237	30.8
