ID	Log2FC	FDR	AveExpr	P value	MUP-uPA CPM 1	MUP-uPA CPM 2	MUP-uPA CPM 3	MUP-uPA CPM 4	MuP-uPA/sgp130_BGP-15_CPM 1	MuP-uPA/sgp130_BGP-15_CPM 2	MuP-uPA/sgp130_BGP-15_CPM 3	MuP-uPA/sgp130_BGP-15_CPM 4
ENSMUSG00000029073	-0.095207716	0.897480869	3.836822597	0.668642938	11.438	16.773	14.127	17.836	13.343	15.798	11.589	11.754
ENSMUSG00000030157	-0.081755307	0.897480869	6.903326723	0.668388086	111.096	115.436	132.832	151.237	125.848	129.543	92.393	98.623
ENSMUSG00000031333	0.069386409	0.897480869	6.360908263	0.667930191	86.289	82.4	84.759	80.162	92.61	77.586	73.93	78.523
ENSMUSG00000033444	0.068309783	0.897480869	4.960286255	0.668715684	31.67	28.572	37.319	29.23	29.922	30.332	32.29	29.072
ENSMUSG00000034211	0.069712148	0.897480869	5.326891536	0.668737796	43.68	40.754	43.504	35.13	42.318	36.019	41.561	37.21
ENSMUSG00000034235	0.097561678	0.897480869	3.119134055	0.668506594	9.911	8.801	9.137	6.714	10.65	7.092	8.232	7.998
ENSMUSG00000034485	0.087182551	0.897480869	3.918256475	0.667490116	16.228	12.5	21.857	10.987	14.211	15.728	14.706	14.536
ENSMUSG00000038205	0.154894459	0.897480869	2.936985416	0.66819784	11.224	4.592	10.542	4.205	5.29	4.634	12.868	7.442
ENSMUSG00000039168	-0.066404303	0.897480869	6.245573532	0.667933683	84.501	76.086	87.219	75.958	71.293	71.828	67.536	73.167
ENSMUSG00000042099	-0.132227042	0.897480869	1.928474691	0.66816392	3.646	4.209	5.131	3.052	3.948	3.089	3.677	2.712
ENSMUSG00000042211	0.06863532	0.897480869	5.544765855	0.667725586	48.041	46.43	47.44	47.202	42.397	48.798	45.477	45.973
ENSMUSG00000051235	-0.166161964	0.897480869	1.224572287	0.667801333	3.575	1.339	3.303	1.695	2.132	2.106	2.158	1.53
ENSMUSG00000052253	0.081249288	0.897480869	4.215112181	0.668615609	19.517	18.623	17.992	18.379	16.422	14.675	21.5	19.961
ENSMUSG00000097731	0.230030941	0.897480869	0.814516925	0.66760787	1.418	1.663	2.113	1.036	1.561	1.163	0.341	3.611
ENSMUSG00000110580	0.236560816	0.897480869	-0.26611717	0.668656433	1.072	0.383	0.773	0.475	1.105	0.983	0.4	0.399
ENSMUSG00000022389	-0.108705801	0.897595098	5.361912915	0.668917651	34.315	38.458	35.843	66.124	46.186	27.032	31.65	46.669
ENSMUSG00000047446	-0.089353485	0.897595098	5.584679886	0.668940713	52.402	56.443	39.85	54.73	49.108	46.973	50.113	31.576
ENSMUSG00000020283	0.072215762	0.897766043	5.772804381	0.669494761	51.616	58.93	54.468	55.476	60.398	56.451	48.834	48.964
ENSMUSG00000020289	0.097254765	0.897766043	3.097643238	0.669365664	7.79	7.59	10.494	8.215	6.393	9.142	8.881	8.9
ENSMUSG00000021213	0.087559805	0.897766043	6.061249027	0.66949651	48.256	80.232	61.777	75.144	70.424	69.09	63.3	60.648
ENSMUSG00000022721	0.077867133	0.897766043	4.008474984	0.669606854	17.875	13.393	19.21	14.791	15.228	15.271	17.683	14.62
ENSMUSG00000023830	0.069786395	0.897766043	6.93421726	0.669899084	139.763	114.862	128.615	115.225	130.111	125.822	108.857	115.524
ENSMUSG00000023927	0.194412181	0.897766043	0.732037487	0.669565972	2.931	1.02	1.125	0.949	1.873	1.826	1.439	1.113
ENSMUSG00000028274	0.078893	0.897766043	3.789153321	0.66989351	14.155	14.095	13.845	13.293	13.501	12.428	14.546	13.423
ENSMUSG00000029279	0.175225848	0.897766043	0.386127373	0.669815724	1.072	1.339	1.195	0.949	1.342	1.194	1.039	1.182
ENSMUSG00000031072	-0.104586903	0.897766043	2.829454109	0.66954045	7.537	7.042	8.009	7.525	6.343	8.492	5.125	5.782
ENSMUSG00000035151	0.068036449	0.897766043	4.823487174	0.669951798	31.599	26.978	29.026	27.263	28.343	27.524	26.935	27.82
ENSMUSG00000045237	0.102540676	0.897766043	3.10445843	0.669898996	6.22	9.503	8.926	9.088	9.395	7.162	8.312	8.763
ENSMUSG00000048439	0.137087361	0.897766043	1.986275286	0.669346243	2.717	3.827	4.92	3.73	4.105	2.668	4.636	3.964
ENSMUSG00000062110	0.105840624	0.897766043	2.833076247	0.669647582	7.435	5.612	7.52	7.596	7.895	5.547	8.312	6.051
ENSMUSG00000071064	-0.193356922	0.897766043	0.55202609	0.66926044	2.359	1.02	1.898	0.746	1.184	1.194	1.519	0.835
ENSMUSG00000106391	0.232053812	0.897766043	-0.533781816	0.669887525	0.643	0.255	0.703	0.543	0.553	0.772	0.32	0.626
ENSMUSG00000050075	0.303970572	0.897823003	-0.802173057	0.67005322	0.643	0.128	0.843	0.068	0.316	0.772	0.24	0.487
ENSMUSG00000019312	-0.084744477	0.897880618	5.572719241	0.670462559	52.545	43.879	47.58	59.071	43.028	36.792	58.745	37.627
ENSMUSG00000024346	0.076619979	0.897880618	4.191667431	0.670170518	19.159	17.22	19.117	18.176	14.448	19.309	17.503	20.031
ENSMUSG00000029038	0.077033248	0.897880618	4.983251335	0.670514671	28.678	33.218	32.253	32.976	31.445	25.586	35.818	31.019
ENSMUSG00000029199	0.070464101	0.897880618	4.616615989	0.670626497	23.449	24.108	26.145	25.364	26.449	23.943	21.819	23.717
ENSMUSG00000032113	-0.201788163	0.897880618	0.235428449	0.670489438	1.644	0.893	1.406	0.746	0.79	1.053	1.359	0.487
ENSMUSG00000033439	0.130842299	0.897880618	2.177076556	0.670595906	4.462	4.375	5.034	3.637	5.849	5.185	2.564	4.034
ENSMUSG00000033985	-0.082030104	0.897880618	4.10040711	0.670413572	17.053	18.046	17.009	20.36	16.581	13.418	17.545	15.808
ENSMUSG00000035062	-0.182231643	0.897880618	0.772444646	0.670558449	1.644	1.467	2.39	1.492	1.816	0.913	0.799	2.087
ENSMUSG00000043065	-0.138733454	0.897880618	1.583002306	0.670277099	3.074	2.806	3.725	2.916	3.395	2.247	2.717	2.087
ENSMUSG00000006599	0.067160279	0.897917486	5.260142467	0.670924232	41.75	38.394	39.217	36.148	37.265	38.828	38.044	35.68
ENSMUSG00000026585	-0.089730146	0.897917486	3.291581057	0.670948646	11.152	8.546	13.353	8.884	9.869	7.513	8.552	9.946
ENSMUSG00000029474	-0.085835141	0.897917486	3.59911806	0.670904778	15.428	11.065	14.841	10.578	10.737	13.661	10.226	9.937
ENSMUSG00000058571	0.157257625	0.897917486	2.057330999	0.67087247	6.005	2.934	5.904	1.492	3.869	3.44	4.636	4.312
ENSMUSG00000097383	-0.257984159	0.897917486	-0.444047012	0.670910582	0.572	0.255	0.562	1.289	0.632	0.632	0.24	0.556
ENSMUSG00000026999	-0.128141366	0.898046885	1.919925351	0.671104267	4.933	3.763	3.584	3.594	3.158	4.072	3.037	3.06
ENSMUSG00000005566	-0.067621533	0.898078776	5.463055679	0.671187032	52.545	41.583	56.014	39.132	41.449	43.251	40.282	39.713
ENSMUSG00000021763	-0.388610784	0.898107854	-0.549923379	0.671267699	1.001	0	1.476	0.203	0	0.983	0.48	0.278
ENSMUSG00000027206	0.065817806	0.898312744	6.131925928	0.671479787	73.849	70.091	73.725	67.48	72.082	66.562	67.456	68.507
ENSMUSG00000040350	0.088052602	0.898338195	3.835651911	0.671557761	11.428	14.403	16.139	15.006	12.228	17.525	13.558	12.526
ENSMUSG00000019478	-0.094512913	0.898363981	3.812225638	0.671871795	14.298	14.541	11.104	19.193	14.369	12.358	12.708	12.171
ENSMUSG00000020183	-0.12589693	0.898363981	2.194781974	0.671813168	5.147	4.528	5.271	4.408	3.158	3.089	4.476	5.495
ENSMUSG00000024146	-0.069821707	0.898363981	4.585102468	0.671753182	27.166	25.575	28.253	21.227	22.501	21.555	21.66	23.578
ENSMUSG00000039670	0.145372077	0.898363981	2.233029617	0.671852236	3.646	5.102	5.131	4.137	6.079	2.949	6.554	2.852
ENSMUSG00000053119	-0.07189658	0.898363981	6.437890969	0.671827287	82.786	95.283	96.075	94.201	73.345	90.575	77.447	82.209
ENSMUSG00000032966	-0.074772439	0.898560024	4.951094649	0.672077377	43.752	25.511	37.179	26.992	27.87	30.613	27.814	28.724
ENSMUSG00000015668	-0.07594996	0.898869472	4.377816558	0.672574709	25.371	19.787	24.195	19.532	20.29	16.64	16.779	23.439
ENSMUSG00000016239	-0.125329977	0.898869472	1.889285251	0.672636729	4.218	3.763	4.006	3.527	3.316	3.44	3.597	2.712
ENSMUSG00000017132	0.082430364	0.898869472	5.1846199	0.673003756	44.61	33.738	33.876	34.724	33.08	25.768	42.2	41.591
ENSMUSG00000026027	0.074138251	0.898869472	5.077144171	0.672899347	29.668	37.054	34.297	34.656	33.317	33.632	35.327	29.907
ENSMUSG00000026377	0.072159529	0.898869472	4.760964735	0.673016646	30.455	26.978	26.566	25.636	23.133	26.19	26.695	29.907
ENSMUSG00000031887	-0.103211069	0.898869472	2.927053697	0.67268657	6.077	7.972	9.558	8.545	8.132	6.811	6.154	6.538
ENSMUSG00000043991	0.073999254	0.898869472	4.700240124	0.672949825	28.668	22.003	30.291	24.822	30.001	28.647	21.5	21.769
ENSMUSG00000047719	-0.087891856	0.898869472	3.298224049	0.672575355	11.009	8.355	11.245	11.19	8.764	7.934	10.07	9.25
ENSMUSG00000059070	0.072188588	0.898869472	5.66314819	0.672790564	51.483	50.287	56.125	47.771	40.473	50.723	57.878	49.135
ENSMUSG00000089235	0.19375545	0.898869472	0.634368604	0.672858069	1.358	0.702	2.179	1.356	0.868	1.896	0.959	2.017
ENSMUSG00000097321	0.18095005	0.898869472	1.893076566	0.672456648	5.719	2.709	3.865	1.967	6.934	3.792	2.238	1.739
ENSMUSG00000104761	0.197733992	0.898869472	0.302001907	0.672897598	1.387	0.67	1.476	0.791	0.804	1.785	0.744	1.12
ENSMUSG00000087881	0.196581215	0.898971845	1.138706327	0.673152289	2.788	1.722	0.843	2.577	1.105	2.528	1.439	3.338
ENSMUSG00000073680	0.187506926	0.89903443	0.596059983	0.673258148	1.215	1.531	1.125	1.424	1.895	1.966	0.719	1.043
ENSMUSG00000000708	0.080045323	0.899077106	6.788188774	0.673525774	90.793	122.579	110.412	119.701	113.216	125.752	96.948	99.597
ENSMUSG00000035370	-0.360531926	0.899077106	-0.857934711	0.673465256	1.049	0	0.504	0.419	0	0.661	0.244	0.43
ENSMUSG00000053347	0.08023803	0.899077106	4.231991222	0.6735261	20.875	15.37	18.835	20.685	23.291	19.168	14.706	16.553
ENSMUSG00000073437	0.21047031	0.899077106	0.147780095	0.673422405	1.738	0.446	0.816	0.814	0.868	0.853	0.799	1.452
ENSMUSG00000097904	-0.294356432	0.899466919	-0.902030308	0.673877145	0.786	0.145	0.211	0.678	0.553	0.14	0.32	0.348
ENSMUSG00000020262	0.075980136	0.899579517	3.902480446	0.674138597	16.157	11.99	18.062	14.446	14.764	13.902	14.147	15.51
ENSMUSG00000032264	-0.087811424	0.899579517	3.539455571	0.6741233	13.869	12.628	13.072	9.902	8.843	10.462	12.948	10.363
ENSMUSG00000052921	0.091528626	0.899579517	3.084727266	0.674085879	7.792	7.079	9.91	9.02	8.211	8.496	8.312	7.998
ENSMUSG00000008892	0.068244759	0.899752979	5.758263453	0.674432666	54.404	57.973	55.593	51.204	52.029	54.626	55.388	49.798
ENSMUSG00000024498	0.072220214	0.899752979	4.693843543	0.674560867	28.31	21.62	34.297	21.702	26.212	25.136	26.215	23.647
ENSMUSG00000037736	-0.14247217	0.899752979	2.115750833	0.674550861	6.363	3.061	6.817	2.577	2.842	4.494	3.996	3.895
ENSMUSG00000059475	-0.08121266	0.899752979	3.989679585	0.674563803	17.158	17.475	16.657	16.005	14.843	11.936	17.104	14.745
ENSMUSG00000095789	-0.255895455	0.899752979	-0.534288899	0.674382973	0.858	0.638	0.211	0.746	0.553	0.491	0.16	0.696
ENSMUSG00000038403	0.074679697	0.899756141	5.939269051	0.674802345	54.19	71.877	58.474	61.783	59.213	62.981	58.984	59.674
ENSMUSG00000040446	0.108781754	0.899756141	3.100633901	0.674689053	11.438	5.995	8.012	8.681	6.869	6.811	11.269	8.555
ENSMUSG00000047721	0.089139318	0.899756141	3.542297349	0.674786597	10.935	11.745	13.514	10.403	9.149	10.551	11.05	14.685
ENSMUSG00000073236	-0.162797399	0.899756141	1.062443353	0.674697138	1.287	2.041	2.39	2.781	1.974	1.826	1.359	1.878
ENSMUSG00000025508	0.071903059	0.899785301	5.947334667	0.674992303	73.492	53.757	67.975	56.765	48.239	68.949	62.981	61.483
ENSMUSG00000026754	-0.073521021	0.899785301	4.474301943	0.675372436	26.022	20.728	22.49	25.161	22.106	18.326	21.66	20.448
ENSMUSG00000027698	0.096218309	0.899785301	5.559998751	0.67529922	36.531	57.463	40.201	52.357	48.95	61.998	41.401	34.288
ENSMUSG00000036537	0.192055614	0.899785301	0.477646756	0.675011541	1.43	1.339	0.843	1.221	1.342	1.334	0.559	1.878
ENSMUSG00000050565	0.081647048	0.899785301	8.160953697	0.675414664	254.489	328.218	276.688	289.673	290.811	299.629	257.667	280.904
ENSMUSG00000056290	-0.277491598	0.899785301	-0.305999454	0.675158827	1.215	0.255	1.265	0.407	1.105	0.421	0.08	0.696
ENSMUSG00000069844	0.079409104	0.899785301	3.789170062	0.675294126	15.156	12.118	15.181	13.293	11.211	15.306	14.466	12.867
ENSMUSG00000086916	0.193917227	0.899785301	0.91452075	0.67510012	1.93	2.232	1.195	1.356	2.684	2.528	0.719	1.252
ENSMUSG00000113440	0.193142022	0.899785301	0.232755696	0.675043117	1.215	1.212	0.843	0.746	1.421	1.334	0.879	0.626
ENSMUSG00000113585	-0.197663978	0.899785301	0.002571807	0.675197129	1.144	1.084	0.843	0.746	0.947	0.913	0.799	0.417
ENSMUSG00000110120	0.239431569	0.89986454	-0.568605725	0.675533194	0.357	0.319	0.773	0.61	0.79	0.351	0.32	0.765
ENSMUSG00000076757	0.362578785	0.899885497	-0.970583822	0.675607978	0.357	0.064	0.914	0.068	0.079	0.632	0.08	0.765
ENSMUSG00000018387	-0.091803185	0.899932809	4.823619764	0.675820662	22.877	35.077	26.285	35.13	29.556	20.853	23.632	30.672
ENSMUSG00000019996	0.073182182	0.899932809	5.383258889	0.675713002	34.244	40.243	47.434	46.66	44.912	39.6	38.039	41.166
ENSMUSG00000111088	-0.245013857	0.899932809	-0.414913462	0.675769062	0.429	0.446	0.843	1.017	0.395	0.491	0.24	0.974
ENSMUSG00000041817	-0.211113877	0.899957208	-0.047287715	0.675898041	0.858	0.51	1.195	1.153	0.632	0.702	0.4	1.168
ENSMUSG00000021221	-0.207706286	0.900067862	0.167359029	0.676091134	0.858	1.722	1.054	0.678	1.263	0.843	0.48	0.904
ENSMUSG00000048787	0.078825326	0.900067862	4.274982522	0.676158336	22.805	17.028	19.117	19.193	17.527	16.149	23.897	18.014
ENSMUSG00000066613	0.155563811	0.900067862	1.701957088	0.676112194	2.574	2.615	3.584	3.527	5.527	2.528	1.918	2.712
ENSMUSG00000001248	0.085208503	0.900129389	3.889540688	0.676288642	14.227	10.651	19.679	15.463	12.79	13.832	16.864	14.397
ENSMUSG00000027217	0.113509436	0.900129389	2.547365563	0.676344322	5.862	4.72	8.434	4.205	5.921	6.811	4.955	5.077
ENSMUSG00000060860	-0.131743774	0.900129389	2.480621461	0.676402631	6.577	5.038	9.488	3.122	4.579	6.109	5.435	3.756
ENSMUSG00000105970	-0.180073918	0.900129389	0.882083398	0.676440827	2.86	0.829	1.546	2.374	1.421	1.334	1.678	1.669
ENSMUSG00000034892	0.066969313	0.900251731	5.551136871	0.676591842	51.687	43.432	54.257	42.116	40.107	47.043	46.196	49.937
ENSMUSG00000030423	0.071137778	0.900262409	4.546846604	0.676658943	21.876	23.853	27.621	21.295	24.317	24.926	20.381	21.769
ENSMUSG00000023572	-0.091181857	0.900357855	3.617120834	0.676789765	10.08	13.011	14.759	14.106	13.659	9.198	12.149	10.085
ENSMUSG00000025503	-0.072010913	0.900418772	5.772920344	0.677089568	54.904	62.183	57.49	57.307	43.028	52.028	55.068	53.484
ENSMUSG00000053604	0.12271931	0.900418772	2.423180249	0.677012191	4.504	4.592	5.623	6.104	3.869	4.072	6.634	6.26
ENSMUSG00000054676	0.07679994	0.900418772	7.051525704	0.677130988	110.738	136.547	133.605	152.796	131.296	127.718	123.004	139.866
ENSMUSG00000074925	0.105201166	0.900418772	2.854098057	0.677012473	8.436	6.888	8.012	5.358	9.316	7.232	5.195	6.538
ENSMUSG00000090015	-0.148840504	0.900418772	1.308346296	0.677094957	2.788	2.36	2.741	2.374	2.921	1.334	2.318	1.947
ENSMUSG00000024217	-0.076957909	0.900424336	3.894973594	0.677280346	14.584	15.179	17.5	15.802	12.474	13.27	13.827	15.371
ENSMUSG00000030316	-0.146561668	0.900424336	1.39545066	0.677607867	2.288	3.125	3.303	2.17	3	1.966	2.238	1.878
ENSMUSG00000032193	0.107896065	0.900424336	7.620380191	0.677433866	137.333	203.13	205.573	235.604	150.796	139.163	289.167	199.124
ENSMUSG00000032243	-0.199308259	0.900424336	0.25045172	0.67741638	1.644	0.51	1.827	0.814	0.947	1.123	0.959	0.696
ENSMUSG00000044393	0.077304383	0.900424336	7.152870929	0.677272956	167.711	118.596	183.973	114.479	172.331	138.18	117.642	132.981
ENSMUSG00000058748	-0.109357634	0.900424336	3.101680506	0.67752236	7.078	8.865	10.121	10.309	8.921	10.321	6.874	5.077
ENSMUSG00000085337	-0.212213558	0.900424336	-0.315762656	0.677597583	0.469	0.828	0.945	0.699	0.602	0.512	0.416	0.801
ENSMUSG00000105710	0.165191869	0.900424336	0.575849918	0.677557731	1.644	0.957	1.396	1.356	1.342	1.474	1.119	1.536
ENSMUSG00000031278	0.101231537	0.900426438	6.899089155	0.677778156	196.455	78.956	140.492	75.415	104.768	109.181	136.591	121.783
ENSMUSG00000034729	0.090619113	0.900426438	4.001748315	0.67778671	11.51	18.176	15.813	17.904	14.764	15.587	14.227	18.222
ENSMUSG00000042138	0.119926062	0.900426438	2.479235124	0.67768394	5.862	6.186	3.655	5.765	6.079	4.423	5.675	5.564
ENSMUSG00000025405	0.087107983	0.900460358	5.625231062	0.677909831	43.466	52.361	37.028	63.07	54.16	49.29	46.516	44.652
ENSMUSG00000026634	-0.085633896	0.900460358	4.052797907	0.677930421	13.011	17.156	20.733	19.532	15.711	15.306	12.788	17.457
ENSMUSG00000041660	0.104036883	0.900668877	7.26161287	0.678146512	96.083	196.816	122.43	186.842	181.982	141.269	140.987	145.778
ENSMUSG00000010376	0.07287963	0.900848646	5.002629372	0.678390716	33.386	25.83	44.91	27.399	30.554	29.138	32.449	33.315
ENSMUSG00000010660	-0.234329973	0.900848646	-0.400466611	0.67857744	1.001	0.51	1.125	0.203	0.553	0.632	0.48	0.487
ENSMUSG00000019777	0.065900531	0.900848646	4.845748742	0.678527825	29.883	28.062	32.048	26.856	29.922	29.419	25.736	27.264
ENSMUSG00000021360	-0.088565491	0.900848646	5.562048759	0.678574911	61.833	41.697	49.678	50.101	47.048	25.94	51.523	50.37
ENSMUSG00000052296	0.066454836	0.900848646	6.223735079	0.678543864	69.34	69.385	86.091	79.277	74.827	70.703	73.287	73.85
ENSMUSG00000000876	0.079776402	0.900929888	6.894749581	0.678756876	129.54	130.041	102.119	116.988	111.795	145.763	112.853	98.066
ENSMUSG00000046811	0.086974204	0.900929888	4.121316322	0.678723328	15.442	18.75	16.094	18.922	12.553	19.73	18.383	17.388
ENSMUSG00000026803	-0.072822027	0.901006809	4.028212474	0.678933079	17.73	15.498	20.663	15.666	15.395	16.079	14.466	14.536
ENSMUSG00000103037	-0.187826708	0.901006809	1.004416973	0.678896075	2.724	1.696	3.429	0.64	1.476	2.281	1.587	1.306
ENSMUSG00000034842	-0.160142526	0.901086235	1.562745487	0.679111189	3.003	1.658	4.428	3.459	1.342	3.581	2.478	2.719
ENSMUSG00000036430	0.13784047	0.901086235	1.720234993	0.679097252	3.789	3.444	3.233	2.102	2.526	4.002	2.717	3.408
ENSMUSG00000034165	-0.079962113	0.901138588	3.84980462	0.679268913	15.69	15.129	15.029	15.196	10.539	13.939	14.419	14.219
ENSMUSG00000104496	0.207542585	0.901138588	-0.184074319	0.679260293	0.715	0.957	0.703	0.475	1.105	0.562	0.559	0.835
ENSMUSG00000054312	0.070201948	0.901162168	4.746022868	0.679371744	26.308	25.83	27.058	29.095	26.212	29.068	25.736	23.856
ENSMUSG00000095649	0.213394342	0.901162168	-0.404115722	0.679404958	0.715	0.638	0.703	0.339	0.632	0.421	0.799	0.696
ENSMUSG00000024072	0.067416316	0.90121391	4.750096265	0.679503105	27.381	25.766	31.135	25.093	23.922	26.26	27.254	27.542
ENSMUSG00000002668	-0.207156396	0.901369573	0.666499862	0.679890339	2.86	0.829	1.898	1.017	0.711	2.387	0.879	1.113
ENSMUSG00000020955	0.11283097	0.901369573	2.443313126	0.679984635	5.433	5.549	5.412	4.815	5.842	4.072	4.476	6.746
ENSMUSG00000021357	-0.07294983	0.901369573	4.190115954	0.680034515	20.446	16.199	24.528	17.023	15.001	18.185	16.864	17.596
ENSMUSG00000029860	0.078545018	0.901369573	5.031037218	0.679992043	34.418	27.691	40.03	30.937	26.383	25.36	35.986	40.259
ENSMUSG00000042793	0.213407436	0.901369573	-0.21292904	0.679775905	0.5	0.383	0.984	0.949	0.711	0.491	0.879	0.904
ENSMUSG00000056966	0.257694946	0.901369573	-0.523637274	0.679922405	0.715	0.574	0.422	0.407	1.342	0.211	0.4	0.417
ENSMUSG00000092837	-0.104561387	0.901369573	10.79790752	0.679945882	2405.072	1704.505	2115.749	1536.177	1297.56	1388.676	1945.683	1929.614
ENSMUSG00000001524	0.101187483	0.901489997	2.744772103	0.680279665	5.648	7.207	7.38	6.104	5.842	7.092	6.074	7.025
ENSMUSG00000029832	0.163486792	0.901489997	1.082167338	0.680302839	1.93	1.658	2.952	1.356	1.342	1.545	2.318	2.782
ENSMUSG00000040139	-0.133598542	0.901489997	2.339038028	0.680204037	2.931	5.612	6.114	6.578	5.842	4.845	3.517	3.825
ENSMUSG00000021254	-0.074937294	0.901921269	4.000774456	0.68068748	16.53	17.438	18.519	15.388	15.682	16.124	12.844	14.662
ENSMUSG00000030421	0.069202507	0.901979036	4.854447703	0.681027022	32.957	30.485	29.87	24.008	28.975	30.332	27.974	25.803
ENSMUSG00000039067	0.066380844	0.901979036	5.860784756	0.68092438	56.906	54.338	62.129	62.597	57.476	52.519	54.668	62.804
ENSMUSG00000046567	-0.102294556	0.901979036	2.653145635	0.680982496	7.198	7.253	7.018	5.094	5.519	6.242	5.72	5.248
ENSMUSG00000048076	-0.069603671	0.901979036	7.352825144	0.680894398	170.504	159.698	193.906	174.499	153.718	140.005	147.381	170.191
ENSMUSG00000085971	-0.353202242	0.901979036	-0.699309025	0.681007482	0.214	1.02	0.07	0.814	1.105	0.07	0.32	0.139
ENSMUSG00000022091	0.078406858	0.902061853	3.722751993	0.681148747	14.584	10.906	17.078	11.055	13.659	12.358	11.509	13.98
ENSMUSG00000024601	0.081023714	0.902098745	6.021153794	0.6812358	53.546	79.53	57.42	68.498	70.424	67.264	54.429	63.778
ENSMUSG00000060371	-0.158827402	0.902144868	2.249457983	0.681329831	3.074	6.824	2.53	7.189	4.027	4.845	3.117	4.729
ENSMUSG00000020258	-0.077738071	0.902162422	7.633546983	0.681643546	198.228	220.546	186.283	236.816	182.09	169.071	185.188	203.931
ENSMUSG00000021318	-0.16965974	0.902162422	1.125642365	0.681488876	3.217	1.084	3.092	1.831	1.342	1.896	2.638	1.461
ENSMUSG00000027828	0.079219628	0.902162422	8.675650349	0.681804449	473.837	351.922	425.272	412.749	463.995	370.234	394.508	383.224
ENSMUSG00000028436	0.073346287	0.902162422	4.15660045	0.681816695	17.086	16.072	18.484	20.142	16.58	18.466	18.223	16.275
ENSMUSG00000029014	-0.067579802	0.902162422	4.590024384	0.68160212	30.026	22.322	29.026	21.634	21.869	23.17	22.219	22.395
ENSMUSG00000032026	-0.069319515	0.902162422	6.39203099	0.681674087	80.927	93.37	91.155	90.81	88.267	71.196	73.131	81.513
ENSMUSG00000103897	0.208176011	0.902162422	0.397214102	0.681720228	1.9	0.482	1.82	0.514	0.868	1.577	0.958	1.409
ENSMUSG00000109231	-0.295651765	0.902162422	-0.849012932	0.681431662	0.715	0.064	0.843	0.339	0.632	0.421	0.08	0.278
ENSMUSG00000032652	0.079292048	0.902307314	5.581784836	0.681985409	42.179	51.468	41.536	56.222	50.687	54.415	41.161	42.148
ENSMUSG00000028622	0.077360535	0.902393341	4.122524793	0.682109646	15.37	19.133	19.819	15.666	14.843	16.781	17.424	18.918
ENSMUSG00000055725	0.120445175	0.902408633	2.832944433	0.682183501	6.035	7.517	5.923	8.123	6.807	4.002	7.95	9.13
ENSMUSG00000059791	-0.200213267	0.902408633	-0.093003241	0.682239639	0.643	0.893	1.195	0.814	0.632	0.421	0.799	0.974
ENSMUSG00000102091	-0.175012185	0.902456461	1.026560839	0.682335019	3.289	0.893	2.249	2.102	2.369	1.826	1.039	1.6
ENSMUSG00000025588	-0.186133275	0.902481569	0.429779584	0.682470057	1.001	2.041	1.195	1.017	1.184	0.772	1.039	1.321
ENSMUSG00000028307	-0.136180721	0.902481569	12.35237723	0.682495063	3900.932	6344.477	3572.54	8418.961	5203.661	4095.465	4873.479	4936.707
ENSMUSG00000031913	-0.069352601	0.902481569	4.496537837	0.682680834	23.091	23.024	29.237	20.888	20.133	22.398	19.741	21.678
ENSMUSG00000035198	0.08222892	0.902481569	4.444240555	0.682709333	16.014	23.916	22.209	24.618	19.896	23.521	20.86	21.004
ENSMUSG00000043733	-0.06334961	0.902481569	6.00145253	0.682563454	75.565	61.226	71.828	64.7	59.292	62.56	55.867	62.109
ENSMUSG00000064179	0.222889016	0.902481569	0.124560625	0.682591043	0.858	1.212	0.562	0.949	0.947	1.053	0.24	1.669
ENSMUSG00000103572	0.243918946	0.902500111	0.213718001	0.682782583	2.145	0.191	1.406	0.339	1.5	0.913	0.799	1.043
ENSMUSG00000028691	0.077070352	0.902713668	8.276728051	0.683003385	301.117	327.495	301.437	320.989	325.199	299.881	308.029	287.662
ENSMUSG00000031221	-0.066893542	0.902735557	5.522763099	0.683079185	51.83	44.835	46.948	51.611	42.87	40.373	46.596	41.73
ENSMUSG00000036078	-0.101829185	0.902758499	6.962329455	0.683333505	82.726	181.708	134.222	130.34	88.12	107.815	122.958	141.04
ENSMUSG00000060036	0.068605561	0.902758499	6.756473898	0.683214976	123.106	91.393	138.033	92.099	103.663	107.567	108.937	103.631
ENSMUSG00000090150	0.093072639	0.902758499	8.596624562	0.683321837	317.667	447.067	321.65	451.142	445.168	392.253	352.711	343.912
ENSMUSG00000109679	0.262088963	0.902758499	-0.689119539	0.683237246	0.858	0.191	0.703	0.136	0.553	0.702	0.48	0.278
ENSMUSG00000028672	-0.075876979	0.902760148	5.905474595	0.683436092	51.687	66.966	59.107	75.347	57.082	55.539	53.15	57.588
ENSMUSG00000031976	0.084551151	0.902760148	3.908903105	0.683453234	17.444	14.286	18.554	10.58	18.396	14.745	11.509	14.258
ENSMUSG00000004233	-0.101933658	0.903047746	2.89020016	0.683789484	6.72	7.271	7.872	9.359	7.5	5.266	6.634	7.511
ENSMUSG00000037805	0.068138583	0.903047746	6.443439936	0.683748684	93.938	80.933	108.444	73.313	89.688	73.373	93.352	84.504
ENSMUSG00000043631	-0.139050854	0.903117717	1.81708956	0.68390173	4.718	2.615	5.623	2.17	2.684	3.089	3.197	3.338
ENSMUSG00000026933	0.07311327	0.903334159	4.188566096	0.684124912	20.661	14.477	21.857	17.226	19.659	18.747	18.063	14.745
